1.950375	0.05075	10.0
1.950375	0.052250000000000005	10.0
1.950375	0.053750000000000006	10.0
1.950375	0.05525	10.0
1.950375	0.05675	10.0
1.950375	0.05825	10.0
1.950375	0.059750000000000004	10.0
1.950375	0.06125	10.0
1.950375	0.06275	10.0
1.950375	0.06425	10.0
1.950375	0.06575	10.0
1.950375	0.06725	10.0
1.950375	0.06875	10.0
1.950375	0.07025	10.0
1.950375	0.07175000000000001	10.0
1.950375	0.07325	10.0
1.950375	0.07475000000000001	10.0
1.950375	0.07625	10.0
1.950375	0.07775	10.0
1.950375	0.07925	10.0
1.950375	0.08075	10.0
1.950375	0.08225	10.0
1.950375	0.08375	10.0
1.950375	0.08524999999999999	10.0
1.950375	0.08675	10.0
1.950375	0.08825	10.0
1.950375	0.08975	10.0
1.950375	0.09125	10.0
1.950375	0.09275	10.0
1.950375	0.09425	10.0
1.950375	0.09575	10.0
1.950375	0.09725	10.0
1.950375	0.09875	10.0
1.950375	0.10025	10.0
1.950375	0.10175000000000001	10.0
1.950375	0.10325000000000001	10.0
1.950375	0.10475	10.0
1.950375	0.10625000000000001	10.0
1.950375	0.10775	10.0
1.950375	0.10925	10.0
1.950375	0.11075	10.0
1.950375	0.11225	10.0
1.950375	0.11375	10.0
1.950375	0.11524999999999999	10.0
1.950375	0.11675	10.0
1.950375	0.11825000000000001	10.0
1.950375	0.11975	10.0
1.950375	0.12125	10.0
1.950375	0.12275	10.0
1.950375	0.12425	10.0
1.950375	0.12575	10.0
1.950375	0.12725	10.0
1.950375	0.12875	10.0
1.950375	0.13025	10.0
1.950375	0.13174999999999998	10.0
1.950375	0.13324999999999998	10.0
1.950375	0.13474999999999998	10.0
1.950375	0.13624999999999998	10.0
1.950375	0.13775	10.0
1.950375	0.13924999999999998	10.0
1.950375	0.14075	10.0
1.950375	0.14225	10.0
1.950375	0.14375	10.0
1.950375	0.14525	10.0
1.950375	0.14675	10.0
1.950375	0.14825	10.0
1.950375	0.14975	10.0
1.950375	0.15125	10.0
1.950375	0.15275	10.0
1.950375	0.15425	10.0
1.950375	0.15575	10.0
1.950375	0.15725	10.0
1.950375	0.15875	10.0
1.950375	0.16025	10.0
1.950375	0.16175	10.0
1.950375	0.16325	10.0
1.950375	0.16475	10.0
1.950375	0.16625	10.0
1.950375	0.16775	10.0
1.950375	0.16925	10.0
1.950375	0.17075	10.0
1.950375	0.17225000000000001	10.0
1.950375	0.17375000000000002	10.0
1.950375	0.17525000000000002	10.0
1.950375	0.17675000000000002	10.0
1.950375	0.17825000000000002	10.0
1.950375	0.17975000000000002	10.0
1.950375	0.18125000000000002	10.0
1.950375	0.18275000000000002	10.0
1.950375	0.18424999999999997	10.0
1.950375	0.18574999999999997	10.0
1.950375	0.18724999999999997	10.0
1.950375	0.18875000000000003	10.0
1.950375	0.19025000000000003	10.0
1.950375	0.19174999999999998	10.0
1.950375	0.19324999999999998	10.0
1.950375	0.19474999999999998	10.0
1.950375	0.19624999999999998	10.0
1.950375	0.19774999999999998	10.0
1.950375	0.19924999999999998	10.0
1.950375	0.20074999999999998	10.0
1.950375	0.20224999999999999	10.0
1.950375	0.20375	10.0
1.950375	0.20525	10.0
1.950375	0.20675	10.0
1.950375	0.20825	10.0
1.950375	0.20975	10.0
1.950375	0.21125	10.0
1.950375	0.21275	10.0
1.950375	0.21425	10.0
1.950375	0.21575	10.0
1.950375	0.21725	10.0
1.950375	0.21875	10.0
1.950375	0.22025	10.0
1.950375	0.22175	10.0
1.950375	0.22325	10.0
